"_ano_pesquisa","dimensao","setor","numero_de_funcionarios","valor","qtd_respondentes"
"2023","motivo_nao_uso_ia","Internet/Ecommerce","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1 a 5","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 51 a 100","Preocupações com segurança e privacidade de dados.","4"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1.001 a 3.000","Preocupações com segurança e privacidade de dados.","4"
"2023","motivo_nao_uso_ia","Agronegócios","Acima de 3.000","Preocupações com propriedade intelectual (ou seja","4"
"2023","motivo_nao_uso_ia","Setor Público","de 101 a 500","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","4"
"2023","motivo_nao_uso_ia","Outra Opção","de 101 a 500","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","4"
"2023","motivo_nao_uso_ia","Educação","Acima de 3.000","Falta de compreensão dos casos de uso.","4"
"2023","motivo_nao_uso_ia","Educação","Acima de 3.000","Preocupações com propriedade intelectual (ou seja","4"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1 a 5","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","4"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 101 a 500","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","4"
"2023","motivo_nao_uso_ia","Setor Público","de 101 a 500","Preocupações com segurança e privacidade de dados.","4"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 51 a 100","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Agronegócios","Acima de 3.000","tipo de dados usados para treinar um modelo de terceiros).","4"
"2023","motivo_nao_uso_ia","Varejo","de 11 a 50","Falta de compreensão dos casos de uso.","4"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 101 a 500","Incerteza em relação a regulamentação ou questões regulatórias.","4"
"2023","motivo_nao_uso_ia","Setor Público","Acima de 3.000","Falta de compreensão dos casos de uso.","4"
"2023","motivo_nao_uso_ia","Setor Alimentício","de 101 a 500","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Agronegócios","Acima de 3.000","Preocupações com segurança e privacidade de dados.","4"
"2023","motivo_nao_uso_ia","Área da Saúde","Acima de 3.000","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Setor Público","Acima de 3.000","Incerteza em relação a regulamentação ou questões regulatórias.","3"
"2023","motivo_nao_uso_ia","Indústria","de 501 a 1.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","3"
"2023","motivo_nao_uso_ia","Setor Automotivo","Acima de 3.000","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","3"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 101 a 500","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","3"
"2023","motivo_nao_uso_ia","Telecomunicação","de 101 a 500","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 1.001 a 3.000","Incerteza em relação a regulamentação ou questões regulatórias.","3"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 501 a 1.000","Dados da empresa não estão prontos para uso de IA Generativa.","3"
"2023","motivo_nao_uso_ia","Outra Opção","de 501 a 1.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","3"
"2023","motivo_nao_uso_ia","Educação","de 1.001 a 3.000","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Varejo","de 1.001 a 3.000","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Telecomunicação","de 501 a 1.000","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1 a 5","Preocupações com propriedade intelectual (ou seja","3"
"2023","motivo_nao_uso_ia","Educação","de 101 a 500","Dados da empresa não estão prontos para uso de IA Generativa.","3"
"2023","motivo_nao_uso_ia","Setor de Energia","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","3"
"2023","motivo_nao_uso_ia","Internet/Ecommerce","de 1.001 a 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","3"
"2023","motivo_nao_uso_ia","Setor de Energia","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","3"
"2023","motivo_nao_uso_ia","Varejo","de 101 a 500","Preocupações com segurança e privacidade de dados.","3"
"2023","motivo_nao_uso_ia","Área da Saúde","de 101 a 500","Preocupações com segurança e privacidade de dados.","3"
"2023","motivo_nao_uso_ia","Área da Saúde","Acima de 3.000","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 1.001 a 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","3"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1.001 a 3.000","Incerteza em relação a regulamentação ou questões regulatórias.","3"
"2023","motivo_nao_uso_ia","Outra Opção","de 11 a 50","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","3"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 501 a 1.000","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","3"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 501 a 1.000","Preocupações com segurança e privacidade de dados.","3"
"2023","motivo_nao_uso_ia","Outra Opção","de 101 a 500","Dados da empresa não estão prontos para uso de IA Generativa.","3"
"2023","motivo_nao_uso_ia","Setor Público","de 101 a 500","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 1.001 a 3.000","Preocupações com segurança e privacidade de dados.","3"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1.001 a 3.000","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Área da Saúde","de 51 a 100","Dados da empresa não estão prontos para uso de IA Generativa.","3"
"2023","motivo_nao_uso_ia","Internet/Ecommerce","Acima de 3.000","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","3"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1 a 5","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","3"
"2023","motivo_nao_uso_ia","Marketing","de 101 a 500","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1 a 5","tipo de dados usados para treinar um modelo de terceiros).","3"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 501 a 1.000","Incerteza em relação a regulamentação ou questões regulatórias.","3"
"2023","motivo_nao_uso_ia","Indústria","de 101 a 500","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 501 a 1.000","Preocupações com propriedade intelectual (ou seja","3"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 6 a 10","Dados da empresa não estão prontos para uso de IA Generativa.","3"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 6 a 10","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Varejo","de 1.001 a 3.000","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","3"
"2023","motivo_nao_uso_ia","Internet/Ecommerce","de 1.001 a 3.000","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Setor Público","de 501 a 1.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","3"
"2023","motivo_nao_uso_ia","Telecomunicação","Acima de 3.000","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","3"
"2023","motivo_nao_uso_ia","Outra Opção","de 501 a 1.000","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Educação","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","3"
"2023","motivo_nao_uso_ia","Setor Imobiliário/ Construção Civil","Acima de 3.000","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 501 a 1.000","tipo de dados usados para treinar um modelo de terceiros).","3"
"2023","motivo_nao_uso_ia","Telecomunicação","de 101 a 500","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","3"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 51 a 100","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Internet/Ecommerce","de 101 a 500","Falta de compreensão dos casos de uso.","3"
"2023","motivo_nao_uso_ia","Indústria","Acima de 3.000","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","3"
"2023","motivo_nao_uso_ia","Indústria","Acima de 3.000","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","3"
"2023","motivo_nao_uso_ia","Área da Saúde","Acima de 3.000","tipo de dados usados para treinar um modelo de terceiros).","2"
"2023","motivo_nao_uso_ia","Filantropia/ONG's","de 101 a 500","Dados da empresa não estão prontos para uso de IA Generativa.","2"
"2023","motivo_nao_uso_ia","Outra Opção","de 501 a 1.000","Preocupações com propriedade intelectual (ou seja","2"
"2023","motivo_nao_uso_ia","Educação","de 11 a 50","Falta de compreensão dos casos de uso.","2"
"2023","motivo_nao_uso_ia","Telecomunicação","de 101 a 500","Falta de expertise das equipes técnicas ou falta de recursos internos.","2"
"2023","motivo_nao_uso_ia","Marketing","de 11 a 50","Preocupações com segurança e privacidade de dados.","2"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 501 a 1.000","Incerteza em relação a regulamentação ou questões regulatórias.","2"
"2023","motivo_nao_uso_ia","Área da Saúde","de 1.001 a 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","2"
"2023","motivo_nao_uso_ia","Outra Opção","de 501 a 1.000","tipo de dados usados para treinar um modelo de terceiros).","2"
"2023","motivo_nao_uso_ia","Área da Saúde","de 1.001 a 3.000","Falta de compreensão dos casos de uso.","2"
"2023","motivo_nao_uso_ia","Setor Imobiliário/ Construção Civil","de 1.001 a 3.000","Falta de compreensão dos casos de uso.","2"
"2023","motivo_nao_uso_ia","Internet/Ecommerce","de 1.001 a 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","2"
"2023","motivo_nao_uso_ia","Marketing","de 51 a 100","Falta de expertise das equipes técnicas ou falta de recursos internos.","2"
"2023","motivo_nao_uso_ia","Marketing","de 101 a 500","Incerteza em relação a regulamentação ou questões regulatórias.","2"
"2023","motivo_nao_uso_ia","Setor Farmaceutico","Acima de 3.000","tipo de dados usados para treinar um modelo de terceiros).","2"
"2023","motivo_nao_uso_ia","Educação","de 51 a 100","Falta de compreensão dos casos de uso.","2"
"2023","motivo_nao_uso_ia","Setor Público","Acima de 3.000","tipo de dados usados para treinar um modelo de terceiros).","2"
"2023","motivo_nao_uso_ia","Setor Público","de 1.001 a 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","2"
"2023","motivo_nao_uso_ia","Outra Opção","de 1.001 a 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","2"
"2023","motivo_nao_uso_ia","Setor Público","Acima de 3.000","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","2"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1 a 5","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","2"
"2023","motivo_nao_uso_ia","Telecomunicação","de 501 a 1.000","Preocupações com segurança e privacidade de dados.","2"
"2023","motivo_nao_uso_ia","Setor Público","de 501 a 1.000","Incerteza em relação a regulamentação ou questões regulatórias.","2"
"2023","motivo_nao_uso_ia","Outra Opção","Acima de 3.000","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","2"
"2023","motivo_nao_uso_ia","Indústria","de 501 a 1.000","Dados da empresa não estão prontos para uso de IA Generativa.","2"
"2023","motivo_nao_uso_ia","Varejo","de 51 a 100","Preocupações com segurança e privacidade de dados.","2"
"2023","motivo_nao_uso_ia","Área da Saúde","Acima de 3.000","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","2"
"2023","motivo_nao_uso_ia","Indústria","Acima de 3.000","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","2"
"2023","motivo_nao_uso_ia","Setor de Energia","Acima de 3.000","Falta de compreensão dos casos de uso.","2"
"2023","motivo_nao_uso_ia","Setor Público","Acima de 3.000","Preocupações com propriedade intelectual (ou seja","2"
"2023","motivo_nao_uso_ia","Setor Imobiliário/ Construção Civil","Acima de 3.000","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","2"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 51 a 100","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","2"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 51 a 100","Falta de compreensão dos casos de uso.","2"
"2023","motivo_nao_uso_ia","Varejo","de 1.001 a 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","2"
"2023","motivo_nao_uso_ia","Telecomunicação","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","2"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1.001 a 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","2"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 51 a 100","Preocupações com segurança e privacidade de dados.","2"
"2023","motivo_nao_uso_ia","Varejo","de 101 a 500","tipo de dados usados para treinar um modelo de terceiros).","2"
"2023","motivo_nao_uso_ia","Telecomunicação","de 501 a 1.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","2"
"2023","motivo_nao_uso_ia","Setor Público","de 101 a 500","Incerteza em relação a regulamentação ou questões regulatórias.","2"
"2023","motivo_nao_uso_ia","Setor Público","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","2"
"2023","motivo_nao_uso_ia","Setor Automotivo","Acima de 3.000","Falta de compreensão dos casos de uso.","2"
"2023","motivo_nao_uso_ia","Área da Saúde","Acima de 3.000","Preocupações com propriedade intelectual (ou seja","2"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 51 a 100","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","2"
